RT_title,RT_aud_score,RT_crit_score,RT_mpaa_rating,RT_runtime,RT_year,num_title,num_month,num_day,num_year,num_budget,num_gross
The Firm,64,75,R,154,1993,The Firm,6,30,1993,42000000,158340892
Notting Hill,79,83,PG-13,124,1999,Notting Hill,5,28,1999,42000000,116089678
Chicken Run,63,97,G,85,2000,Chicken Run,6,21,2000,42000000,106793915
Along Came Polly,47,26,PG-13,90,2004,Along Came Polly,1,16,2004,42000000,88073507
Boomerang,60,38,R,116,1992,Boomerang,7,1,1992,42000000,70052444
Here Comes the Boom,67,38,PG,105,2012,Here Comes the Boom,10,12,2012,42000000,45290318
High Crimes,51,31,PG-13,115,2002,High Crimes,4,5,2002,42000000,41543207
The Mirror Has Two Faces,73,53,PG-13,126,1996,The Mirror Has Two Faces,11,15,1996,42000000,41267469
The Mothman Prophecies,57,52,PG-13,119,2001,The Mothman Prophecies,1,25,2002,42000000,35228696
One for the Money,43,2,PG-13,91,2012,One for the Money,1,27,2012,42000000,26414527
15 Minutes,38,33,R,110,2001,15 Minutes,3,9,2001,42000000,24375436
Lord of War,85,61,R,122,2005,Lord of War,9,16,2005,42000000,24149632
The Super Mario Bros.,29,16,PG,104,1993,Super Mario Bros,5,28,1993,42000000,20844907
Last Action Hero,45,39,PG-13,131,1993,Hero,10,2,1992,42000000,19487173
The Warrior's Way,47,29,R,100,2010,The Warriors Way,12,3,2010,42000000,5666340
McHale's Navy,37,3,PG,109,1997,McHales Navy,4,18,1997,42000000,4408420
Micmacs (Micmacs a tire-larigot),74,74,R,105,2010,Micmacs,5,28,2010,42000000,1259693
8 Mile,53,76,R,111,2002,8 Mile,11,8,2002,41000000,116724075
A Knight's Tale,80,58,PG-13,140,2001,A Knights Tale,5,11,2001,41000000,56083966
The Medallion,28,18,PG-13,88,2003,The Medallion,8,22,2003,41000000,22108977
The Sixth Sense,89,85,PG-13,105,1999,The Sixth Sense,8,6,1999,40000000,293506292
The Karate Kid,68,66,PG,140,2010,The Karate Kid,6,11,2010,40000000,176591618
The Proposal,68,44,PG-13,107,2009,The Proposal,6,19,2009,40000000,163958031
Cheaper by the Dozen,57,23,PG,98,2003,Cheaper by the Dozen,12,25,2003,40000000,138614544
Back to the Future Part II,85,64,PG,109,1989,Back to the Future Part II,11,22,1989,40000000,118450002
Double Jeopardy,62,25,R,105,1999,Double Jeopardy,9,24,1999,40000000,116735231
Lone Survivor,90,74,R,121,2013,Lone Survivor,12,25,2013,40000000,112579591
Spy Kids 3-D - Game Over,24,45,PG,82,2003,Spy Kids 3D Game Over,7,25,2003,40000000,111760631
A Time to Kill,86,67,R,149,1996,A Time to Kill,7,24,1996,40000000,108766007
A League of Their Own,84,77,PG,128,1992,A League of Their Own,7,1,1992,40000000,107533925
The Social Network,86,96,PG-13,120,2010,The Social Network,10,1,2010,40000000,96962694
42,86,78,PG-13,128,2013,42,4,12,2013,40000000,95020213
Julie & Julia,70,75,PG-13,123,2009,Julie  Julia,8,7,2009,40000000,94125426
He's Just Not That Into You,60,41,PG-13,127,2009,Hes Just Not That Into You,2,6,2009,40000000,93953653
Scary Movie 4,52,37,PG-13,83,2006,Scary Movie 4,4,14,2006,40000000,90710620
Scream 3,38,36,R,116,2000,Scream 3,2,4,2000,40000000,89138076
Back to the Future Part III,78,73,PG,119,1990,Back to the Future Part III,5,24,1990,40000000,87666629
Bram Stoker's Dracula,80,79,R,130,1992,Bram Stokers Dracula,11,13,1992,40000000,82522790
The Talented Mr. Ripley,80,83,R,139,1999,The Talented Mr Ripley,12,24,1999,40000000,81292135
The Last of the Mohicans,88,94,R,114,1992,The Last of the Mohicans,9,25,1992,40000000,75505856
Ray,87,81,PG-13,148,2004,Ray,10,29,2004,40000000,75305995
Sin City,78,78,R,124,2005,Sin City,4,1,2005,40000000,74103820
"I Love You, Man",74,84,R,105,2009,I Love You Man,3,20,2009,40000000,71440011
Shallow Hal,46,51,PG-13,114,2001,Shallow Hal,11,9,2001,40000000,70836296
JFK,89,84,R,189,1992,JFK,12,20,1991,40000000,70405498
Big Momma's House 2,58,6,PG-13,97,2006,Big Mommas House 2,1,27,2006,40000000,70165972
The Mexican,44,56,R,123,2001,The Mexican,3,2,2001,40000000,66808615
The Final Destination,36,29,R,82,2009,The Final Destination,8,28,2009,40000000,66477700
17 Again,68,55,PG-13,102,2009,17 Again,4,17,2009,40000000,64167069
Get Him to the Greek,63,73,R,109,2010,Get Him to the Greek,6,4,2010,40000000,61153526
Behind Enemy Lines,63,37,PG-13,106,2001,Behind Enemy Lines,11,30,2001,40000000,58855732
The Lincoln Lawyer,82,83,R,118,2011,The Lincoln Lawyer,3,18,2011,40000000,58009200
Shall We Dance,57,46,PG-13,95,2004,Shall We Dance,10,15,2004,40000000,57887882
Escape From Planet Earth,56,27,PG,89,2013,Escape From Planet Earth,2,15,2013,40000000,57012977
Small Soldiers,44,47,PG-13,109,1998,Small Soldiers,7,10,1998,40000000,55143823
Spawn,37,19,PG-13,99,1997,Spawn,7,31,1997,40000000,54979992
The Count of Monte Cristo,88,73,PG-13,131,2002,The Count of Monte Cristo,1,25,2002,40000000,54228104
The Prestige,92,76,PG-13,130,2006,The Prestige,10,20,2006,40000000,53089891
The Lake House,73,35,PG,98,2006,The Lake House,6,16,2006,40000000,52330111
Predators,51,63,R,107,2010,Predators,7,9,2010,40000000,52000688
The Living Daylights,65,75,PG,130,1987,The Living Daylights,7,31,1987,40000000,51185000
Apocalypto,79,66,R,138,2006,Apocalypto,12,8,2006,40000000,50866635
Music and Lyrics,68,62,PG-13,96,2007,Music and Lyrics,2,14,2007,40000000,50572589
Legal Eagles,32,47,PG,116,1986,Legal Eagles,6,18,1986,40000000,49851591
Secret Window,66,47,PG-13,95,2004,Secret Window,3,12,2004,40000000,47958031
The Skeleton Key,58,37,PG-13,103,2005,The Skeleton Key,8,12,2005,40000000,47907715
Made of Honor,55,14,PG-13,101,2008,Made of Honor,5,2,2008,40000000,46012734
The Rainmaker,77,82,PG-13,135,1997,The Rainmaker,11,21,1997,40000000,45916769
Medicine Man,46,24,PG-13,105,1992,Medicine Man,2,7,1992,40000000,44948240
Amistad,79,76,R,155,1997,Amistad,12,12,1997,40000000,44229441
Final Destination 5,52,61,R,92,2011,Final Destination 5,8,12,2011,40000000,42587643
Fever Pitch (The Perfect Catch),60,64,PG-13,98,2005,Fever Pitch,4,8,2005,40000000,42071069
Autumn in New York,55,20,PG-13,103,2000,Autumn in New York,8,11,2000,40000000,37752931
Paul,61,71,R,100,2011,Paul,3,18,2011,40000000,37412945
The Guilt Trip,40,38,PG-13,96,2012,The Guilt Trip,12,19,2012,40000000,37134215
Colombiana,67,27,PG-13,108,2011,Colombiana,8,26,2011,40000000,36665854
8MM,53,23,R,124,1999,8MM,2,26,1999,40000000,36443442
Hanging Up,35,12,PG-13,95,2000,Hanging Up,2,18,2000,40000000,36037909
The Doors,80,59,R,138,1991,The Doors,3,1,1991,40000000,34416893
Mickey Blue Eyes,42,45,PG-13,102,1999,Mickey Blue Eyes,8,20,1999,40000000,33864342
Pay It Forward,78,40,PG-13,123,2000,Pay it Forward,10,20,2000,40000000,33508922
Drillbit Taylor,44,25,PG-13,101,2008,Drillbit Taylor,3,21,2008,40000000,32862104
The Shadow,45,36,PG-13,108,1994,The Shadow,7,1,1994,40000000,31835600
Morning Glory,51,55,PG-13,107,2010,Morning Glory,11,10,2010,40000000,31011732
Get Rich or Die Tryin',70,16,R,116,2005,Get Rich or Die Tryin,11,9,2005,40000000,30981850
The Art of War,37,16,R,118,2000,The Art of War,8,25,2000,40000000,30199105
Bless the Child,44,3,R,107,2000,Bless the Child,8,11,2000,40000000,29374178
Rent,83,46,PG-13,135,2005,Rent,11,23,2005,40000000,29077547
The Out-Of-Towners,32,25,PG-13,91,1999,The OutofTowners,4,2,1999,40000000,28544120
The Island of Dr. Moreau,20,23,PG-13,95,1996,The Island of Dr Moreau,8,23,1996,40000000,27682712
The Musketeer,33,11,PG-13,105,2001,The Musketeer,9,7,2001,40000000,27053815
The Other Boleyn Girl,62,42,PG-13,115,2008,The Other Boleyn Girl,2,29,2008,40000000,26814957
Sweet November,77,16,PG-13,119,2001,Sweet November,2,16,2001,40000000,25288103
The Reaping,50,8,R,99,2007,The Reaping,4,5,2007,40000000,25126214
Season of the Witch,31,10,PG-13,92,2011,Season of the Witch,1,7,2011,40000000,24827228
Renaissance Man (Army Intelligence) (By the Book),53,17,PG-13,129,1994,Renaissance Man,6,3,1994,40000000,24172899
Quest For Camelot,61,36,G,86,1998,Quest for Camelot,5,15,1998,40000000,22772500
City by the Sea,41,48,R,108,2002,City by the Sea,9,6,2002,40000000,22433915
At First Sight,47,32,PG-13,128,1999,At First Sight,1,15,1999,40000000,22365133
Torque,41,23,PG-13,81,2004,Torque,1,16,2004,40000000,21176322
Showgirls,36,17,NC-17,131,1995,Showgirls,9,22,1995,40000000,20350754
City Hall,39,54,R,111,1996,City Hall,2,16,1996,40000000,20278055
The Impossible,85,81,PG-13,113,2012,The Impossible,12,21,2012,40000000,19019882
Marie Antoinette,56,55,PG-13,123,2006,Marie Antoinette,10,20,2006,40000000,15962471
Get Carter,28,12,R,102,2000,Get Carter,10,6,2000,40000000,14967182
Kiss of Death,37,68,R,101,1995,Kiss of Death,4,21,1995,40000000,14942422
Life or Something Like It,45,28,PG-13,103,2002,Life or Something Like It,4,26,2002,40000000,14448589
Ishtar,38,27,PG-13,107,1987,Ishtar,5,15,1987,40000000,14375181
Memoirs of an Invisible Man,31,23,PG-13,99,1992,Memoirs of an Invisible Man,2,28,1992,40000000,14358033
Amelia,31,20,PG,111,2009,Amelia,10,23,2009,40000000,14279575
Cirque du Freak: The Vampire's Assistant,42,38,PG-13,109,2009,Cirque du Freak The Vampires Assistant,10,23,2009,40000000,14046595
New York Minute,47,11,PG,91,2004,New York Minute,5,7,2004,40000000,14018364
The Deep End of the Ocean,60,44,PG-13,109,1999,The Deep End of the Ocean,3,12,1999,40000000,13508635
Alfie,52,49,R,105,2004,Alfie,11,5,2004,40000000,13395939
fear dot com (FeardotCom),17,3,R,114,2002,FearDotCom,8,30,2002,40000000,13208023
Pandorum,48,28,R,94,2009,Pandorum,9,25,2009,40000000,10330853
Duplex (Our House),41,35,PG-13,89,2003,Duplex,9,26,2003,40000000,9652000
Paranoia,36,4,PG-13,100,2013,Paranoia,8,16,2013,40000000,7388654
Raise the Titanic,29,50,PG,112,1980,Raise the Titanic,8,1,1980,40000000,7000000
Impostor,41,22,PG-13,95,2001,Impostor,1,4,2002,40000000,6114237
Extreme Ops,28,8,PG-13,93,2002,Extreme Ops,11,27,2002,40000000,4835968
Just Visiting,53,33,PG-13,87,2001,Just Visiting,4,6,2001,40000000,4777007
Sunshine,73,75,R,107,2007,Sunshine,7,20,2007,40000000,3688560
The Hudsucker Proxy,80,58,PG,110,1994,The Hudsucker Proxy,3,11,1994,40000000,2816518
Pirates,55,25,PG-13,124,1986,Pirates,7,1,1986,40000000,1641825
Delgo,25,12,PG,89,2008,Delgo,12,12,2008,40000000,915840
Stormbreaker (Alex Rider: Operation Stormbreaker),55,33,PG,92,2006,Alex Rider Operation Stormbreaker,10,13,2006,40000000,659210
Red Cliff (Chi Bi),78,89,R,148,2008,Red Cliff,11,20,2009,40000000,627047
The Last Shot,31,61,R,93,2004,The Last Shot,9,24,2004,40000000,463730
Nomad: The Warrior,40,6,R,112,2006,Nomad,3,16,2007,40000000,79123
The Time Traveler's Wife,60,37,PG-13,108,2009,The Time Travelers Wife,8,14,2009,39000000,63414846
Superman III,24,26,PG,125,1983,Superman III,6,17,1983,39000000,59950623
Frankenweenie,70,87,PG,90,2012,Frankenweenie,10,5,2012,39000000,35287788
Sgt. Bilko,47,32,PG,94,1996,Sgt Bilko,3,29,1996,39000000,30356589
Serenity,92,82,PG-13,119,2005,Serenity,9,30,2005,39000000,25514517
Against the Ropes,28,12,PG-13,110,2004,Against the Ropes,2,20,2004,39000000,5881504
The Fast and the Furious,74,53,PG-13,107,2001,The Fast and the Furious,6,22,2001,38000000,144512310
Sweet Home Alabama,79,38,PG-13,108,2002,Sweet Home Alabama,9,27,2002,38000000,127214072
The Ugly Truth,61,13,R,96,2009,The Ugly Truth,7,24,2009,38000000,88915214
Spy Kids 2: The Island of Lost Dreams,37,74,PG,100,2002,Spy Kids 2 The Island of Lost Dreams,8,7,2002,38000000,85846296
Star Trek Generations,58,47,PG,117,1994,Star Trek Generations,11,18,1994,38000000,75671262
Mouse Hunt (Mousehunt),48,43,PG,97,1997,Mouse Hunt,12,19,1997,38000000,61894591
Life as We Know It,61,28,PG-13,112,2010,Life as We Know It,10,8,2010,38000000,53374681
The Hurricane,88,83,R,146,1999,The Hurricane,12,29,1999,38000000,50699241
Riddick,55,58,R,119,2013,Riddick,9,6,2013,38000000,42025135
Heartbreakers,52,53,PG-13,123,2001,Heartbreakers,3,23,2001,38000000,40334024
Enough,68,22,PG-13,111,2002,Enough,5,24,2002,38000000,39177215
Push,42,23,PG-13,111,2009,Push,2,6,2009,38000000,31811527
Rush,91,89,R,123,2013,Rush,9,20,2013,38000000,26947624
Angel Eyes,46,33,R,104,2001,Angel Eyes,5,18,2001,38000000,24044532
Joe Somebody,27,21,PG,98,2001,Joe Somebody,12,21,2001,38000000,22770864
The Ninth Gate,58,41,R,132,1999,The Ninth Gate,3,10,2000,38000000,18653746
Extreme Measures,41,55,R,117,1996,Extreme Measures,9,27,1996,38000000,17378193
Rock Star,60,52,R,107,2001,Rock Star,9,7,2001,38000000,16991902
White Squall,66,62,PG-13,127,1996,White Squall,2,2,1996,38000000,10229300
City of Ember,46,53,PG,95,2008,City of Ember,10,10,2008,38000000,7871693
Switchback,48,32,R,118,1997,Switchback,10,31,1997,38000000,6504442
Texas Rangers,30,2,PG-13,90,2000,Texas Rangers,11,30,2001,38000000,623374
What to Expect When You're Expecting,48,22,PG-13,109,2012,What to Expect When Youre Expecting,5,18,2012,37500000,41152203
The Master,60,85,R,138,2012,The Master,9,14,2012,37500000,16247159
The Express,75,61,PG,130,2008,The Express,10,4,2008,37500000,9793406
Twilight,74,-1,PG,16,2008,Twilight,11,21,2008,37000000,192769854
We're The Millers,73,47,R,110,2013,Were the Millers,8,7,2013,37000000,150394119
The Town,84,94,R,151,2010,The Town,9,17,2010,37000000,92186262
Dolphin Tale,81,82,PG,113,2011,Dolphin Tale,9,23,2011,37000000,72286779
Burn After Reading,64,78,R,96,2008,Burn After Reading,9,12,2008,37000000,60355347
Nim's Island,46,51,PG,94,2008,Nims Island,4,4,2008,37000000,48006762
Cop Out,40,19,R,110,2010,Cop Out,2,26,2010,37000000,44875481
The Rite,41,21,PG-13,114,2011,The Rite,1,28,2011,37000000,33047633
Space Chimps,32,34,G,81,2008,Space Chimps,7,18,2008,37000000,30105968
Magnolia,90,84,R,188,1999,Magnolia,12,17,1999,37000000,22450975
Obitaemyy ostrov (The Inhabited Island),40,-1,Unrated,,2008,Obitaemyy ostrov,12,31,2009,36500000,0
Gnomeo and Juliet,55,55,G,84,2011,Gnomeo and Juliet,2,11,2011,36000000,99967670
John Q,79,23,PG-13,117,2001,John Q,2,15,2002,36000000,71026631
Blue Streak,65,36,PG-13,90,1999,Blue Streak,9,17,1999,36000000,68208190
Never Say Never Again,38,60,PG,137,1983,Never Say Never Again,10,7,1983,36000000,55500000
Hot Tub Time Machine,56,63,R,100,2010,Hot Tub Time Machine,3,26,2010,36000000,50269859
Breakdown,66,80,R,95,1997,Breakdown,5,2,1997,36000000,50159144
Reindeer Games (Deception),28,25,R,104,2000,Reindeer Games,2,25,2000,36000000,23360779
Snow Falling on Cedars,68,40,PG-13,127,1999,Snow Falling on Cedars,12,24,1999,36000000,14378353
Ghosts of Mississippi,63,46,PG-13,130,1996,Ghosts of Mississippi,12,20,1996,36000000,13052741
Gattaca,87,82,PG-13,106,1997,Gattaca,10,24,1997,36000000,12532777
Isn't She Great,39,25,R,93,2000,Isnt She Great,1,28,2000,36000000,2954405
There Be Dragons,55,11,PG-13,120,2011,There Be Dragons,5,6,2011,36000000,1069334
Head of State,47,31,PG-13,95,2003,Head of State,3,28,2003,35200000,37788228
The Hangover,84,79,R,100,2009,The Hangover,6,5,2009,35000000,277322503
The Blind Side,85,66,PG-13,129,2009,The Blind Side,11,20,2009,35000000,255959475
Batman,84,71,PG-13,126,1989,Batman,6,23,1989,35000000,251188924
Austin Powers: The Spy Who Shagged Me,72,51,PG-13,105,1999,Austin Powers The Spy Who Shagged Me,6,10,1999,35000000,206040085
True Grit,85,96,PG-13,110,2010,True Grit,12,22,2010,35000000,171243005
Lethal Weapon 3,62,56,R,118,1992,Lethal Weapon 3,5,15,1992,35000000,144731527
Rush Hour,79,61,PG-13,97,1998,Rush Hour,9,18,1998,35000000,141186864
Identity Thief,54,19,R,112,2013,Identity Thief,2,8,2013,35000000,134506920
The Devil Wears Prada,76,76,PG-13,106,2006,The Devil Wears Prada,6,30,2006,35000000,124740460
Horrible Bosses,70,69,R,106,2011,Horrible Bosses,7,8,2011,35000000,117538559
Spy Kids,44,93,PG,88,2001,Spy Kids,3,30,2001,35000000,112692062
21,66,36,PG-13,122,2008,21,3,21,2008,35000000,81159365
Cape Fear,77,76,R,128,1991,Cape Fear,11,15,1991,35000000,79091969
The English Patient,84,83,R,162,1996,The English Patient,11,15,1996,35000000,78716374
Guess Who,49,43,PG-13,105,2005,Guess Who,3,25,2005,35000000,68915888
L.A. Confidential,94,99,R,138,1997,LA Confidential,9,19,1997,35000000,64604977
Hollywood Inside Out: The Music Industry,0,-1,Unrated,40,1997,In  Out,9,19,1997,35000000,63826569
A Nightmare on Elm Street,44,15,R,96,2010,A Nightmare on Elm Street,4,30,2010,35000000,63075011
The Cell,57,45,R,106,2000,The Cell,8,18,2000,35000000,61280963
Species,31,35,R,108,1995,Species,7,7,1995,35000000,60054449
The Benchwarmers,65,11,PG-13,85,2006,The Benchwarmers,4,7,2006,35000000,59843754
Secretariat,76,64,PG,116,2010,Secretariat,10,8,2010,35000000,59699513
The Man in the Iron Mask,56,33,PG-13,135,1998,The Man in the Iron Mask,3,13,1998,35000000,56968169
TMNT,61,34,PG,86,2007,TMNT,3,23,2007,35000000,54149098
Radio,80,36,PG,109,2003,Radio,10,24,2003,35000000,52333738
Old Dogs,44,5,PG,88,2009,Old Dogs,11,25,2009,35000000,49492060
Malcolm X,92,91,PG-13,201,1992,Malcolm X,11,18,1992,35000000,48169910
Must Love Dogs,51,35,PG-13,98,2005,Must Love Dogs,7,29,2005,35000000,43894863
License to Wed,53,7,PG-13,91,2007,License to Wed,7,3,2007,35000000,43799818
Donnie Brasco,89,87,R,115,1997,Donnie Brasco,2,28,1997,35000000,41954997
Max Payne,30,16,PG-13,100,2008,Max Payne,10,17,2008,35000000,40687294
Resident Evil,68,33,R,100,2002,Resident Evil,3,15,2002,35000000,40119709
The Ladykillers,43,55,R,104,2004,The Ladykillers,3,26,2004,35000000,39692139
Something Borrowed,48,15,PG-13,112,2011,Something Borrowed,5,6,2011,35000000,39046489
The Nativity Story,76,38,PG,100,2006,The Nativity Story,12,1,2006,35000000,37629831
In Time,51,36,PG-13,109,2011,In Time,10,28,2011,35000000,37553932
The Back-up Plan,45,18,PG-13,104,2010,The Backup Plan,4,23,2010,35000000,37490007
Bounce,33,52,PG-13,106,2000,Bounce,11,17,2000,35000000,36805288
Closer,81,68,R,103,2004,Closer,12,3,2004,35000000,33987757
Street Fighter,20,12,PG-13,102,1994,Street Fighter,12,23,1994,35000000,33423000
Black Knight,34,14,PG-13,95,2001,Black Knight,11,21,2001,35000000,33422806
The Pianist,96,96,R,148,2002,The Pianist,12,27,2002,35000000,32519322
House of Wax,42,25,R,113,2005,House of Wax,5,6,2005,35000000,32064800
From Hell,66,57,R,137,2001,From Hell,10,19,2001,35000000,31598308
Queen of the Damned,67,17,R,101,2002,Queen of the Damned,2,22,2002,35000000,30307804
Untraceable,52,16,R,101,2008,Untraceable,1,25,2008,35000000,28687835
Predator 2,44,25,R,108,1990,Predator 2,11,21,1990,35000000,28317513
Abduction,43,4,PG-13,105,2011,Abduction,9,23,2011,35000000,28087155
Flash Gordon,70,81,PG,111,1980,Flash Gordon,12,5,1980,35000000,27107960
Superhero Movie,32,16,PG-13,86,2008,Superhero Movie,3,28,2008,35000000,26638520
Blast from the Past,56,59,PG-13,112,1999,Blast from the Past,2,12,1999,35000000,26613620
Jersey Girl,49,41,PG-13,102,2004,Jersey Girl,3,26,2004,35000000,25266129
Midnight in the Garden of Good and Evil,67,47,R,155,1997,Midnight in the Garden of Good and Evil,11,21,1997,35000000,25078937
Heist,61,65,R,100,2001,Heist,11,9,2001,35000000,23483357
Ella Enchanted,57,50,PG,96,2004,Ella Enchanted,4,9,2004,35000000,22913677
The X-Files: I Want to Believe (The X Files 2),32,32,PG-13,104,2008,The XFiles I Want to Believe,7,25,2008,35000000,20982478
Premium Rush,60,76,PG-13,90,2012,Premium Rush,8,24,2012,35000000,20275446
Valiant,31,31,G,76,2005,Valiant,8,19,2005,35000000,19478106
Wonder Boys,83,81,R,112,2000,Wonder Boys,2,23,2000,35000000,19389454
Cursed,30,16,R,97,2005,Cursed,2,25,2005,35000000,19294901
Walk Hard: The Dewey Cox Story,57,74,R,96,2007,Walk Hard The Dewey Cox Story,12,21,2007,35000000,18317151
The Four Feathers,66,41,PG-13,130,2002,The Four Feathers,9,20,2002,35000000,18306166
Furry Vengeance,31,8,PG,91,2010,Furry Vengeance,4,30,2010,35000000,17630465
Parker,49,41,R,118,2013,Parker,1,25,2013,35000000,17616641
Wimbledon,57,60,PG-13,98,2004,Wimbledon,9,17,2004,35000000,16862585
Bait,42,26,R,119,2000,Bait,9,15,2000,35000000,15325127
Dungeons & Dragons,19,10,PG-13,107,2000,Dungeons and Dragons,12,8,2000,35000000,15185241
Lions for Lambs,48,27,R,92,2007,Lions for Lambs,11,9,2007,35000000,14998070
The Flight of the Intruder,56,25,PG-13,115,1990,Flight of the Intruder,1,18,1991,35000000,14471440
The Tree of Life,59,84,PG-13,139,2011,The Tree of Life,5,27,2011,35000000,13305665
American Outlaws,69,14,PG-13,95,2001,American Outlaws,8,17,2001,35000000,13264986
